AudioFile,Time,Speaker,Content,Processed,Phonemes
audio_01018,33.5669,JNA482,"G2 then ah G2 then P, RWY7, Jin Air 482",Golf Two then ah Golf Two then Papa Romeo Whiskey Yankee Seven Jin Air Four Eight Two,G AA L F T UW DH EH N AA G AA L F T UW DH EH N P AA P AH R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N JH IH N EH R F AO R EY T T UW
audio_01019,39.3727,AAR8977,"Ground, Asiana 8977, RWY vacated via P5, Spot 10",Ground Asiana Eight Niner Seven Seven Runway vacated via Papa Five Spot One Zero,G R AW N D AA S IY AA N AH EY T N AY N ER S EH V AH N S EH V AH N R AH N W EY V EY K EY T AH D V AY AH P AA P AH F AY V S P AA T W AH N Z IH R OW
audio_01020,43.8772,GND ,"Asiana 8977, Jeju Ground, make a right turn then G2",Asiana Eight Niner Seven Seven Jeju Ground make a right turn then Golf Two,AA S IY AA N AH EY T N AY N ER S EH V AH N S EH V AH N JH EY JH UW G R AW N D M EY K AH R AY T T ER N DH EH N G AA L F T UW
audio_01021,48.3817,AAR8977,"Right turn G2, Asiana 8977",Right turn Golf Two Asiana Eight Niner Seven Seven,R AY T T ER N G AA L F T UW AA S IY AA N AH EY T N AY N ER S EH V AH N S EH V AH N
audio_01022,51.5515,GND,"Jin Air 482, hold position",Jin Air Four Eight Two hold position,JH IH N EH R F AO R EY T T UW HH OW L D P AH Z IH SH AH N
audio_01023,53.8872,JNA482,"Hold position, Jin Air 482",Hold position Jin Air Four Eight Two,HH OW L D P AH Z IH SH AH N JH IH N EH R F AO R EY T T UW
audio_01024,55.7223,GND,"Jeju Air 602, taxi via G1 no delay, G1 then P",Jeju Air Six Zero Two taxi via Golf One no delay Golf One then Papa,JH EY JH UW EH R S IH K S Z IH R OW T UW T AE K S IY V AY AH G AA L F W AH N N OW D IH L EY G AA L F W AH N DH EH N P AA P AH
audio_01025,61.1277,JJA602,"Taxi via G1 then P, Jeju Air 602",Taxi via Golf One then Papa Jeju Air Six Zero Two,T AE K S IY V AY AH G AA L F W AH N DH EH N P AA P AH JH EY JH UW EH R S IH K S Z IH R OW T UW
audio_01026,64.1307,GND,"Asiana 8977, number 1, no delay",Asiana Eight Niner Seven Seven number One no delay,AA S IY AA N AH EY T N AY N ER S EH V AH N S EH V AH N N AH M B ER W AH N N OW D IH L EY
audio_01027,67.0336,AAR8977,"Number 1, no delay, copy, Asiana 8977",Number One no delay copy Asiana Eight Niner Seven Seven,N AH M B ER W AH N N OW D IH L EY K AA P IY AA S IY AA N AH EY T N AY N ER S EH V AH N S EH V AH N
audio_01028,69.6362,GND,"Jin Air 482, number 2, after Asiana left side now",Jin Air Four Eight Two number Two after Asiana left side now,JH IH N EH R F AO R EY T T UW N AH M B ER T UW AE F T ER AA S IY AA N AH L EH F T S AY D N AW
audio_01029,73.3066,JNA482,"Number 2, after Asiana , Jin Air 482",Number Two after Asiana Jin Air Four Eight Two,N AH M B ER T UW AE F T ER AA S IY AA N AH JH IH N EH R F AO R EY T T UW
audio_01030,77.1771,GND,"Jeju Air 602, sequence number 1, if you able increase taxi speed",Jeju Air Six Zero Two sequence number One if you able increase taxi speed,JH EY JH UW EH R S IH K S Z IH R OW T UW S IY K W AH N S N AH M B ER W AH N IH F Y UW EY B AH L IH N K R IY S T AE K S IY S P IY D
audio_01032,89.2892,JNA482,"Jin Air 482, continue?",Jin Air Four Eight Two continue,JH IH N EH R F AO R EY T T UW K AH N T IH N Y UW
audio_01033,91.091,GND,"Stand by, number 2, after Jeju Air now taxiing P",Stand by number Two after Jeju Air now taxiing Papa,S T AE N D B AY N AH M B ER T UW AE F T ER JH EY JH UW EH R N AW T AE K S IY IH NG P AA P AH
audio_01034,95.6622,JNA482 ,"Number 2, after Jeju, Jin Air 482",Number Two after Jeju Jin Air Four Eight Two,N AH M B ER T UW AE F T ER JH EY JH UW JH IH N EH R F AO R EY T T UW
audio_01035,101.0676,TWB734,"Jeju Ground, Tee way 734, request taxi",Jeju Ground Tee way Seven Three Four request taxi,JH EY JH UW G R AW N D T IY W EY S EH V AH N TH R IY F AO R R IH K W EH S T T AE K S IY
audio_01036,104.2375,GND,"Tee way 734, stand by 1 minute",Tee way Seven Three Four stand by One minute,T IY W EY S EH V AH N TH R IY F AO R S T AE N D B AY W AH N M IH N AH T
audio_01037,106.2061,TWB734 Na,"Stand by 1 minute, Tee way 734",Stand by One minute Tee way Seven Three Four,S T AE N D B AY W AH N M IH N AH T T IY W EY S EH V AH N TH R IY F AO R
audio_01038,109.0756,GND,"Jeju 602, number 1, contact Tower",Jeju Six Zero Two number One contact Tower,JH EY JH UW S IH K S Z IH R OW T UW N AH M B ER W AH N K AA N T AE K T T AW ER
audio_01039,111.745,JJA602,"Number 1, contact Tower, Jeju Air 602, good day",Number One contact Tower Jeju Air Six Zero Two good day,N AH M B ER W AH N K AA N T AE K T T AW ER JH EY JH UW EH R S IH K S Z IH R OW T UW G UH D D EY
audio_01040,114.3476,GND,"Jin Air 482, RWY7, taxi via G2 then P",Jin Air Four Eight Two Romeo Whiskey Yankee Seven taxi via Golf Two then Papa,JH IH N EH R F AO R EY T T UW R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N T AE K S IY V AY AH G AA L F T UW DH EH N P AA P AH
audio_01041,118.3516,JNA482,"RWY7, taxi via G2 then P, Jin Air 482",Romeo Whiskey Yankee Seven taxi via Golf Two then Papa Jin Air Four Eight Two,R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N T AE K S IY V AY AH G AA L F T UW DH EH N P AA P AH JH IH N EH R F AO R EY T T UW
audio_01042,121.4213,GND ,"Tee way 734, RWY7, taxi via P, remain this freqeuncy",Tee way Seven Three Four Romeo Whiskey Yankee Seven taxi via Papa remain this freqeuncy,T IY W EY S EH V AH N TH R IY F AO R R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N T AE K S IY V AY AH P AA P AH R IH M EY N DH IH S F R EH K W AH N S IY
audio_01044,139.773,TWR,"Tee way 702, contact Departure 121.2, good day",Tee way Seven Zero Two contact Departure One Two One Decimal Two good day,T IY W EY S EH V AH N Z IH R OW T UW K AA N T AE K T D IH P AA R CH ER W AH N T UW W AH N D EH S AH M AH L T UW G UH D D EY
audio_01046,148.6485,KAL1201,"Tower, Korean Air 1201, P4",Tower Korean Air One Two Zero One Papa Four,T AW ER K AO R IY AH N EH R W AH N T UW Z IH R OW W AH N P AA P AH F AO R
audio_01047,150.8841,TWR,Contact Ground,Contact Ground,K AA N T AE K T G R AW N D
audio_01048,152.3188,KAL1201,"Contact Ground, Korean Air 1201, good day",Contact Ground Korean Air One Two Zero One good day,K AA N T AE K T G R AW N D K AO R IY AH N EH R W AH N T UW Z IH R OW W AH N G UH D D EY
audio_01049,155.6221,KAL1201,"Ground, good morning, Korean Air 1201, Stand 33",Ground good morning Korean Air One Two Zero One Stand Three Three,G R AW N D G UH D M AO R N IH NG K AO R IY AH N EH R W AH N T UW Z IH R OW W AH N S T AE N D TH R IY TH R IY
audio_01050,158.8253,GND,"Good morning, Korean Air 1201, Ground, make a right turn then G2 Gate 33",Good morning Korean Air One Two Zero One Ground make a right turn then Golf Two Gate Three Three,G UH D M AO R N IH NG K AO R IY AH N EH R W AH N T UW Z IH R OW W AH N G R AW N D M EY K AH R AY T T ER N DH EH N G AA L F T UW G EY T TH R IY TH R IY
audio_01051,164.2641,KAL1201,"Roger, right turn G2. Stand 33, Korean Air 1201",Roger right turn Golf Two Decimal Stand Three Three Korean Air One Two Zero One,R AA JH ER R AY T T ER N G AA L F T UW D EH S AH M AH L S T AE N D TH R IY TH R IY K AO R IY AH N EH R W AH N T UW Z IH R OW W AH N
audio_01052,167.8343,ABL8100,"Jeju Ground, Air Busan 8100, request engine start up present position, Stand 61",Jeju Ground Air Busan Eight One Zero Zero request engine start up present position Stand Six One,JH EY JH UW G R AW N D EH R B AH S AH N EY T W AH N Z IH R OW Z IH R OW R IH K W EH S T EH N JH AH N S T AA R T AH P P R EH Z AH N T P AH Z IH SH AH N S T AE N D S IH K S W AH N
audio_01053,172.6058,GND,"Air Busan 8100, RWY7, startup approved",Air Busan Eight One Zero Zero Romeo Whiskey Yankee Seven startup approved,EH R B AH S AH N EY T W AH N Z IH R OW Z IH R OW R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N S T AA R T AH P AH P R UW V D
audio_01054,175.9758,ABL8100,"RWY7, startup approved, Air Busan 8100",Romeo Whiskey Yankee Seven startup approved Air Busan Eight One Zero Zero,R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N S T AA R T AH P AH P R UW V D EH R B AH S AH N EY T W AH N Z IH R OW Z IH R OW
audio_01055,181.6148,TWB704,"Ground, Tee way 704, request taxi",Ground Tee way Seven Zero Four request taxi,G R AW N D T IY W EY S EH V AH N Z IH R OW F AO R R IH K W EH S T T AE K S IY
audio_01057,195.7289,TWR,"Jeju Air 161, wind 180 at 5, RWY7, cleared to land",Jeju Air One Six One wind One Eight Zero at Five Romeo Whiskey Yankee Seven cleared to land,JH EY JH UW EH R W AH N S IH K S W AH N W AY N D W AH N EY T Z IH R OW AE T F AY V R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N K L IH R D T UW L AE N D
audio_01058,199.7996,JJA161,"Cleared to land, RWY7, Jeju Air 161",Cleared to land Romeo Whiskey Yankee Seven Jeju Air One Six One,K L IH R D T UW L AE N D R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N JH EY JH UW EH R W AH N S IH K S W AH N
audio_01059,203.2697,TWR,"Jeju Air 161, after landing vacate RWY via P4",Jeju Air One Six One after landing vacate Runway via Papa Four,JH EY JH UW EH R W AH N S IH K S W AH N AE F T ER L AE N D IH NG V EY K EY T R AH N W EY V AY AH P AA P AH F AO R
audio_01061,218.7852,TWR,"Jeju Air 602, contact Departure 121.2, good day",Jeju Air Six Zero Two contact Departure One Two One Decimal Two good day,JH EY JH UW EH R S IH K S Z IH R OW T UW K AA N T AE K T D IH P AA R CH ER W AH N T UW W AH N D EH S AH M AH L T UW G UH D D EY
audio_01062,222.6224,JJA602,"1212 Jeju Air 602, good day",One Two One Two Jeju Air Six Zero Two good day,W AH N T UW W AH N T UW JH EY JH UW EH R S IH K S Z IH R OW T UW G UH D D EY
audio_01064,228.228,JNA4O2 ,"Tower, Jin Air 402 on P",Tower Jin Air Four Zero Two on Papa,T AW ER JH IH N EH R F AO R Z IH R OW T UW AA N P AA P AH
audio_01065,230.864,TWR,"Jin Air 402, Towers hold short of RWY7",Jin Air Four Zero Two Towers hold short of Romeo Whiskey Yankee Seven,JH IH N EH R F AO R Z IH R OW T UW T AW ER Z HH OW L D SH AO R T AH V R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N
audio_01066,234.0672,JNA402,"Hold short of RWY7, Jin Air 402",Hold short of Romeo Whiskey Yankee Seven Jin Air Four Zero Two,HH OW L D SH AO R T AH V R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N JH IH N EH R F AO R Z IH R OW T UW
audio_01067,239.1055,TWR,"Jin Air 482, RWY7 line up and wait",Jin Air Four Eight Two Romeo Whiskey Yankee Seven line up and wait,JH IH N EH R F AO R EY T T UW R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N L AY N AH P AH N D W EY T
audio_01069,248.8486,TWB704,"Jeju Tower, Tee way 704, taxiing on P",Jeju Tower Tee way Seven Zero Four taxiing on Papa,JH EY JH UW T AW ER T IY W EY S EH V AH N Z IH R OW F AO R T AE K S IY IH NG AA N P AA P AH
audio_01070,251.3845,TWR,"Tee way 704, Tower, hold short of RWY7",Tee way Seven Zero Four Tower hold short of Romeo Whiskey Yankee Seven,T IY W EY S EH V AH N Z IH R OW F AO R T AW ER HH OW L D SH AO R T AH V R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N
audio_01071,254.0204,TWB704,"Hold short of RWY7, Tee way 704",Hold short of Romeo Whiskey Yankee Seven Tee way Seven Zero Four,HH OW L D SH AO R T AH V R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N T IY W EY S EH V AH N Z IH R OW F AO R
audio_01072,258.5249,JJA161,"Ground, Jeju Air 161, P4, Stand 85",Ground Jeju Air One Six One Papa Four Stand Eight Five,G R AW N D JH EY JH UW EH R W AH N S IH K S W AH N P AA P AH F AO R S T AE N D EY T F AY V
audio_01073,261.9617,GND,"Jeju Air 161, continue G1 Stand 85",Jeju Air One Six One continue Golf One Stand Eight Five,JH EY JH UW EH R W AH N S IH K S W AH N K AH N T IH N Y UW G AA L F W AH N S T AE N D EY T F AY V
audio_01074,265.1649,JJA161,"Continue G1 Stand 85, Jeju Air 161",Continue Golf One Stand Eight Five Jeju Air One Six One,K AH N T IH N Y UW G AA L F W AH N S T AE N D EY T F AY V JH EY JH UW EH R W AH N S IH K S W AH N
audio_01075,270.2366,TWR,"Jin Air 482, wind 180 at 6, RWY7, cleared for take off",Jin Air Four Eight Two wind One Eight Zero at Six Romeo Whiskey Yankee Seven cleared for take off,JH IH N EH R F AO R EY T T UW W AY N D W AH N EY T Z IH R OW AE T S IH K S R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N K L IH R D F AO R T EY K AO F
audio_01076,274.4408,JNA482,"RWY7, cleared for take off, Jin Air 482",Romeo Whiskey Yankee Seven cleared for take off Jin Air Four Eight Two,R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N K L IH R D F AO R T EY K AO F JH IH N EH R F AO R EY T T UW
audio_01077,278.3781,TWR,"Tee way 734, RWY7, line up and wait",Tee way Seven Three Four Romeo Whiskey Yankee Seven line up and wait,T IY W EY S EH V AH N TH R IY F AO R R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N L AY N AH P AH N D W EY T
audio_01079,290.6904,ABL8100,"Jeju Ground, Air Busan 8100, request taxi",Jeju Ground Air Busan Eight One Zero Zero request taxi,JH EY JH UW G R AW N D EH R B AH S AH N EY T W AH N Z IH R OW Z IH R OW R IH K W EH S T T AE K S IY
audio_01080,294.294,GND,"Air Busan 8100, taxi via P",Air Busan Eight One Zero Zero taxi via Papa,EH R B AH S AH N EY T W AH N Z IH R OW Z IH R OW T AE K S IY V AY AH P AA P AH
audio_01082,303.5032,TWR,"Jin Air 482, contact Departure 121.2, good day",Jin Air Four Eight Two contact Departure One Two One Decimal Two good day,JH IH N EH R F AO R EY T T UW K AA N T AE K T D IH P AA R CH ER W AH N T UW W AH N D EH S AH M AH L T UW G UH D D EY
audio_01083,307.1735,JNA482,"Contact Departure 121.2, Jin Air 482, good day",Contact Departure One Two One Decimal Two Jin Air Four Eight Two good day,K AA N T AE K T D IH P AA R CH ER W AH N T UW W AH N D EH S AH M AH L T UW JH IH N EH R F AO R EY T T UW G UH D D EY
audio_01084,310.8772,TWR,"Asiana 8913, Towers RWY7 continue approach",Asiana Eight Niner One Three Towers Romeo Whiskey Yankee Seven continue approach,AA S IY AA N AH EY T N AY N ER W AH N TH R IY T AW ER Z R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N K AH N T IH N Y UW AH P R OW CH
audio_01086,320.6203,TWR,"Tee way 734, wind 180 at 6, RWY7, cleared for take off",Tee way Seven Three Four wind One Eight Zero at Six Romeo Whiskey Yankee Seven cleared for take off,T IY W EY S EH V AH N TH R IY F AO R W AY N D W AH N EY T Z IH R OW AE T S IH K S R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N K L IH R D F AO R T EY K AO F
audio_01088,331.5979,TWR,"Asiana 8913, wind 170 at 6 RWY7, cleared to land",Asiana Eight Niner One Three wind One Seven Zero at Six Romeo Whiskey Yankee Seven cleared to land,AA S IY AA N AH EY T N AY N ER W AH N TH R IY W AY N D W AH N S EH V AH N Z IH R OW AE T S IH K S R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N K L IH R D T UW L AE N D
audio_01090,340.1064,ABL8100,"Jeju Tower, Air Busan 8100 taxi to RWY7",Jeju Tower Air Busan Eight One Zero Zero taxi to Romeo Whiskey Yankee Seven,JH EY JH UW T AW ER EH R B AH S AH N EY T W AH N Z IH R OW Z IH R OW T AE K S IY T UW R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N
audio_01091,343.5098,TWR,"Air Busan 8100, Tower, hold short of RWY7",Air Busan Eight One Zero Zero Tower hold short of Romeo Whiskey Yankee Seven,EH R B AH S AH N EY T W AH N Z IH R OW Z IH R OW T AW ER HH OW L D SH AO R T AH V R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N
audio_01093,358.9252,TWR,"Tee way 734, contact Departure 121.2, good day",Tee way Seven Three Four contact Departure One Two One Decimal Two good day,T IY W EY S EH V AH N TH R IY F AO R K AA N T AE K T D IH P AA R CH ER W AH N T UW W AH N D EH S AH M AH L T UW G UH D D EY
audio_01095,373.6399,ABL8136,"Ground, Air Busan 8136, request pushback and start up, Stand 7",Ground Air Busan Eight One Three Six request pushback and start up Stand Seven,G R AW N D EH R B AH S AH N EY T W AH N TH R IY S IH K S R IH K W EH S T P UH SH B AE K AH N D S T AA R T AH P S T AE N D S EH V AH N
audio_01096,379.3456,GND,"Roger, Air Busan 8136, RWY7, pushback and start up approved",Roger Air Busan Eight One Three Six Romeo Whiskey Yankee Seven pushback and start up approved,R AA JH ER EH R B AH S AH N EY T W AH N TH R IY S IH K S R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N P UH SH B AE K AH N D S T AA R T AH P AH P R UW V D
audio_01097,384.2172,ABL8136 ,"Pushback and start up approved RWY7, Air Busan 8136",Pushback and start up approved Romeo Whiskey Yankee Seven Air Busan Eight One Three Six,P UH SH B AE K AH N D S T AA R T AH P AH P R UW V D R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N EH R B AH S AH N EY T W AH N TH R IY S IH K S
audio_01099,393.4264,JNA571,7 8 DME,Seven Eight D M E,S EH V AH N EY T D IY EH M IY
audio_01100,394.4607,TWR,"Jin Air 571, Tower, RWY7, continue approach",Jin Air Five Seven One Tower Romeo Whiskey Yankee Seven continue approach,JH IH N EH R F AY V S EH V AH N W AH N T AW ER R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N K AH N T IH N Y UW AH P R OW CH
audio_01101,397.764,JNA571,"Continue, RWY7, Jin air 574.",Continue Romeo Whiskey Yankee Seven Jin air Five Seven Four Decimal,K AH N T IH N Y UW R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N JH IH N EH R F AY V S EH V AH N F AO R D EH S AH M AH L
audio_01102,401.5011,JNA502,"request engine start up, Stand 56",request engine start up Stand Five Six,R IH K W EH S T EH N JH AH N S T AA R T AH P S T AE N D F AY V S IH K S
audio_01103,405.4384,GND,"Jin Air 502, RWY7, start up approved",Jin Air Five Zero Two Romeo Whiskey Yankee Seven start up approved,JH IH N EH R F AY V Z IH R OW T UW R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N S T AA R T AH P AH P R UW V D
audio_01104,407.8741,JNA502,"RWY7, start up approved, Jin Air 502",Romeo Whiskey Yankee Seven start up approved Jin Air Five Zero Two,R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N S T AA R T AH P AH P R UW V D JH IH N EH R F AY V Z IH R OW T UW
audio_01105,411.7113,AAR8913,"Ground, good morning, Asiana 8913, RWY vacated, Stand 20",Ground good morning Asiana Eight Niner One Three Runway vacated Stand Two Zero,G R AW N D G UH D M AO R N IH NG AA S IY AA N AH EY T N AY N ER W AH N TH R IY R AH N W EY V EY K EY T AH D S T AE N D T UW Z IH R OW
audio_01106,416.6496,GND,"Asiana 8913, continue G2 Gate 20",Asiana Eight Niner One Three continue Golf Two Gate Two Zero,AA S IY AA N AH EY T N AY N ER W AH N TH R IY K AH N T IH N Y UW G AA L F T UW G EY T T UW Z IH R OW
audio_01107,420.5535,AAR8913,"Continue G2 Stand 20, Asiana 8913",Continue Golf Two Stand Two Zero Asiana Eight Niner One Three,K AH N T IH N Y UW G AA L F T UW S T AE N D T UW Z IH R OW AA S IY AA N AH EY T N AY N ER W AH N TH R IY
audio_01108,425.425,TWR,"Jin Air 402 wind 180 at 5 RWY7, cleared for take off",Jin Air Four Zero Two wind One Eight Zero at Five Romeo Whiskey Yankee Seven cleared for take off,JH IH N EH R F AO R Z IH R OW T UW W AY N D W AH N EY T Z IH R OW AE T F AY V R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N K L IH R D F AO R T EY K AO F
audio_01110,440.2398,TWR ,"Jin Air 571, wind 180 at 5, RWY7, cleared to land",Jin Air Five Seven One wind One Eight Zero at Five Romeo Whiskey Yankee Seven cleared to land,JH IH N EH R F AY V S EH V AH N W AH N W AY N D W AH N EY T Z IH R OW AE T F AY V R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N K L IH R D T UW L AE N D
audio_01112,455.9221,TWR,"Jin Air 402, contact Departure 121.2, good day",Jin Air Four Zero Two contact Departure One Two One Decimal Two good day,JH IH N EH R F AO R Z IH R OW T UW K AA N T AE K T D IH P AA R CH ER W AH N T UW W AH N D EH S AH M AH L T UW G UH D D EY
audio_01113,460.46,JNA402,"Departure 121.2, Jin Air 402",Departure One Two One Decimal Two Jin Air Four Zero Two,D IH P AA R CH ER W AH N T UW W AH N D EH S AH M AH L T UW JH IH N EH R F AO R Z IH R OW T UW
audio_01114,466.466,TWB802,"Ground, Tee way 802, good morning, request start up",Ground Tee way Eight Zero Two good morning request start up,G R AW N D T IY W EY EY T Z IH R OW T UW G UH D M AO R N IH NG R IH K W EH S T S T AA R T AH P
audio_01115,471.0039,GND,"Good morning, Tee way 802, RWY7, start up approved",Good morning Tee way Eight Zero Two Romeo Whiskey Yankee Seven start up approved,G UH D M AO R N IH NG T IY W EY EY T Z IH R OW T UW R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N S T AA R T AH P AH P R UW V D
audio_01117,487.12,TWR,"Tee way 704, RWY7 line up and wait",Tee way Seven Zero Four Romeo Whiskey Yankee Seven line up and wait,T IY W EY S EH V AH N Z IH R OW F AO R R OW M IY OW W IH S K IY Y AE NG K IY S EH V AH N L AY N AH P AH N D W EY T
